,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.09746999999999995,0.14161,0.17674,0.10559999999999992,0.318,0.38169,0.24183,0.030399999999999983,0.29788999999999993,0.1805199999999999,0.21070999999999995,0.30904,0.12545000000000006,0.17106999999999994,0.46234000000000003,0.30418999999999996,0.31821,0.47092999999999996,0.14378999999999997,0.47183,0.31423999999999996,0.21811999999999998,0.42756,0.18411999999999995,0.50778,0.17352999999999996,0.26777,0.25720999999999994,0.07272999999999996,0.06628,0.06225000000000003,0.10638000000000003,0.22830000000000006,0.34286,0.07336999999999994,0.12197000000000002,0.3089299999999999,0.07567000000000002,0.47798999999999997,0.11899000000000004,0.11746000000000001,0.32531,0.021079999999999988,0.16477999999999993,0.06323999999999996,0.22176000000000007,0.27580000000000005,0.28235,0.18833999999999995,0.31905,0.41641000000000006,0.37859000000000004,0.33338,0.46038,0.23424,0.30554,0.10481000000000001,0.21264000000000005,0.13324000000000003,0.31931,0.2513099999999999,0.09397999999999995,0.14547999999999994,0.36217,0.45994999999999997,0.33643999999999996,0.39133,0.25166999999999995,0.24688,0.43407,0.42184000000000005,0.03348000000000001,0.42271000000000003,0.13098999999999994,0.3636,0.42208,0.43426000000000003,0.28392999999999996,0.35279,0.18999999999999995,0.30327000000000004,0.62415,0.10526000000000002,0.05217000000000005,0.09555000000000002,0.12243000000000004,0.37866,0.2818,0.28077,0.49143999999999993,0.29830999999999996,0.40402000000000005,0.12097999999999998,0.15593999999999997,0.43298000000000003,0.41519,0.30147999999999997,0.41486,0.24363
1,0.09746999999999995,0.0,0.05132999999999999,0.07927000000000006,0.020620000000000083,0.22563,0.29179,0.14619000000000004,0.08910000000000007,0.26326,0.10504999999999998,0.11483999999999994,0.21356000000000003,0.03308999999999995,0.08739000000000008,0.37343000000000004,0.20870999999999995,0.22411999999999999,0.38538,0.04832000000000003,0.39237,0.21946000000000004,0.17281999999999997,0.35497999999999996,0.08693000000000006,0.44283999999999996,0.08613000000000004,0.17345000000000005,0.16159,0.024739999999999984,0.032460000000000044,0.03601999999999994,0.05706,0.14129000000000003,0.25195000000000006,0.02410000000000001,0.028859999999999997,0.22417000000000004,0.02464999999999995,0.40934,0.025249999999999995,0.03481999999999996,0.2314,0.08072000000000001,0.06799999999999995,0.03589999999999993,0.13357000000000008,0.18644000000000005,0.20452000000000004,0.09230000000000005,0.22753000000000007,0.32681,0.28931000000000007,0.23964000000000002,0.37411,0.14381,0.21195000000000003,0.17745,0.14352999999999994,0.037939999999999974,0.22589000000000004,0.17907000000000006,0.008469999999999978,0.05812000000000006,0.30337000000000003,0.37597,0.24245,0.30128000000000005,0.15537999999999996,0.14954,0.35079,0.33308,0.07747000000000004,0.3356,0.034359999999999946,0.27296,0.33066000000000006,0.34774000000000005,0.19042000000000003,0.25888000000000005,0.09289000000000003,0.22429000000000004,0.54925,0.011719999999999953,0.05247000000000002,0.03445999999999999,0.028040000000000065,0.30001000000000005,0.20194000000000006,0.19312,0.40575,0.20817000000000002,0.3164,0.06742999999999999,0.05893999999999999,0.34593999999999997,0.32632,0.20731000000000005,0.34212,0.14825999999999995
2,0.14161,0.05132999999999999,0.0,0.06860999999999995,0.04116999999999993,0.18301,0.24381000000000003,0.12490000000000001,0.12532,0.21193,0.06534000000000006,0.09663999999999995,0.17798000000000003,0.06102999999999997,0.049490000000000034,0.32502000000000003,0.17645,0.18358000000000002,0.33914999999999995,0.04071999999999998,0.34836,0.18276000000000003,0.12409999999999999,0.31096999999999997,0.07299,0.39882999999999996,0.06746999999999992,0.14404000000000006,0.12936999999999999,0.07307999999999992,0.07671000000000006,0.08366000000000007,0.035229999999999984,0.09288000000000007,0.20362999999999998,0.07064999999999999,0.03184999999999999,0.17614000000000002,0.07306999999999997,0.36533,0.048260000000000025,0.06680000000000003,0.19053000000000003,0.12890999999999997,0.05840000000000001,0.08422000000000007,0.08638000000000001,0.13807999999999998,0.15610999999999997,0.0696,0.1844,0.27838999999999997,0.24103000000000002,0.19968000000000002,0.32969,0.10962000000000005,0.17086,0.20833000000000002,0.09865000000000002,0.04944000000000004,0.18664999999999998,0.13541999999999998,0.05615999999999999,0.03461000000000003,0.25971999999999995,0.32755,0.20155,0.25286000000000003,0.13187000000000004,0.1302500000000001,0.30671,0.28465,0.11199000000000003,0.28975999999999996,0.054389999999999994,0.22454999999999997,0.28225,0.30030999999999997,0.15331000000000006,0.21728999999999998,0.08480999999999994,0.18063999999999997,0.50083,0.05901000000000006,0.09906999999999999,0.05078000000000005,0.04202,0.25160000000000005,0.15352000000000005,0.14517999999999998,0.35899,0.15984000000000004,0.26799,0.020630000000000037,0.05292000000000008,0.29752,0.28082999999999997,0.16817000000000004,0.29811,0.12043999999999999
3,0.17674,0.07927000000000006,0.06860999999999995,0.0,0.08147000000000004,0.14698,0.21314,0.06754000000000004,0.16727999999999998,0.21331999999999998,0.028200000000000003,0.036189999999999944,0.13485000000000003,0.06557999999999997,0.023410000000000042,0.29479,0.13005,0.14547,0.3071,0.03357999999999994,0.31542000000000003,0.14082,0.11645,0.27803,0.010919999999999985,0.36589,0.015000000000000013,0.09481,0.08292,0.10401000000000005,0.11082999999999998,0.11491000000000007,0.08220000000000005,0.06264000000000003,0.1733,0.10337000000000007,0.05613999999999997,0.14553,0.10331000000000001,0.33258,0.06043999999999994,0.06823999999999997,0.15275,0.15930999999999995,0.031879999999999964,0.11448000000000003,0.05492000000000008,0.1078,0.12588,0.013550000000000062,0.14889000000000002,0.24816,0.21067000000000002,0.16099999999999998,0.29675,0.06516999999999995,0.13330999999999998,0.25466,0.08117000000000002,0.05025999999999997,0.14725,0.11113999999999996,0.08304,0.03878999999999999,0.22990999999999995,0.29732000000000003,0.1638,0.22264,0.07671000000000006,0.07067000000000001,0.27377,0.25443,0.15468000000000004,0.25743,0.05325000000000002,0.19430999999999998,0.25202,0.26907000000000003,0.11177999999999999,0.18024,0.02728999999999998,0.14987999999999996,0.47061,0.07474999999999998,0.12968999999999997,0.09511999999999998,0.05743000000000009,0.22137,0.12330000000000002,0.11445,0.32717,0.12952000000000002,0.23775999999999997,0.07274000000000003,0.033400000000000096,0.26728999999999997,0.24837000000000004,0.12937000000000004,0.26619999999999994,0.06960999999999995
4,0.10559999999999992,0.020620000000000083,0.04116999999999993,0.08147000000000004,0.0,0.21572000000000002,0.27782,0.14492000000000005,0.08709,0.25309999999999994,0.08808000000000005,0.11453999999999998,0.20917000000000002,0.03710000000000002,0.06677,0.35707999999999995,0.20509,0.21645000000000003,0.36626000000000003,0.04842000000000002,0.37540000000000007,0.21340000000000003,0.16170999999999996,0.33801000000000003,0.08823000000000003,0.42587,0.07979000000000003,0.16845,0.15771000000000002,0.042990000000000084,0.04832000000000003,0.055830000000000046,0.047599999999999976,0.12424999999999997,0.24002999999999997,0.042710000000000026,0.02536000000000005,0.20365,0.04526000000000008,0.39237000000000005,0.029689999999999994,0.03665000000000007,0.22336,0.10109000000000001,0.06971000000000005,0.05641000000000007,0.11680000000000001,0.17170999999999997,0.18389999999999995,0.08979999999999999,0.21686,0.31210999999999994,0.27377999999999997,0.2324,0.35673000000000005,0.13312999999999997,0.20376,0.17347999999999997,0.13066999999999995,0.042279999999999984,0.21785,0.16571999999999998,0.023840000000000083,0.04444999999999999,0.28903,0.35541000000000006,0.23456,0.28748,0.15398,0.15077000000000007,0.33375000000000005,0.31668999999999997,0.07504,0.31723999999999997,0.03893000000000002,0.26006,0.31828,0.32878999999999997,0.18261,0.25134,0.09669000000000005,0.20900000000000002,0.5286299999999999,0.0188600000000001,0.07125999999999999,0.026150000000000007,0.02466999999999997,0.2794,0.18133000000000005,0.17568999999999996,0.38609,0.19512000000000002,0.29856999999999995,0.05726999999999993,0.06245999999999996,0.32750999999999997,0.31034999999999996,0.20074999999999998,0.32593999999999995,0.14456999999999998
5,0.318,0.22563,0.18301,0.14698,0.21572000000000002,0.0,0.07067000000000001,0.07948,0.30281,0.31413,0.14094000000000007,0.11079000000000006,0.012139999999999984,0.20018000000000002,0.15335,0.14782,0.01693,0.004049999999999998,0.16748000000000002,0.17730999999999997,0.18517,0.006989999999999996,0.17728,0.14942,0.13917000000000002,0.23393,0.15103999999999995,0.05221999999999999,0.06406,0.24799000000000004,0.25351,0.26085,0.21161999999999997,0.09376000000000001,0.03071999999999997,0.24775000000000003,0.19689999999999996,0.04759000000000002,0.25026000000000004,0.20331,0.20675,0.20843,0.008039999999999992,0.3060999999999999,0.15763000000000005,0.26141000000000003,0.10188000000000003,0.04800000000000004,0.0857,0.13343000000000005,0.00986999999999999,0.10119999999999996,0.07796999999999998,0.01752999999999999,0.16651,0.08376999999999996,0.01678999999999997,0.38674,0.14855000000000007,0.19123999999999997,0.010360000000000008,0.11999000000000004,0.22885,0.17252000000000006,0.11082999999999998,0.15297,0.02573000000000003,0.07568999999999998,0.07027000000000005,0.07655,0.14139999999999997,0.10748999999999997,0.28901,0.12251000000000001,0.19252999999999998,0.0474,0.10508,0.12943,0.03521000000000002,0.035660000000000025,0.13361999999999996,0.05329999999999996,0.32363,0.21897,0.27627,0.22796000000000005,0.19762000000000002,0.07447000000000004,0.08447000000000005,0.05048000000000008,0.18617,0.02615999999999996,0.09078999999999998,0.19759000000000004,0.16669999999999996,0.12139,0.1184,0.0257,0.13848,0.07737000000000005
6,0.38169,0.29179,0.24381000000000003,0.21314,0.27782,0.07067000000000001,0.0,0.14722000000000002,0.36447999999999997,0.36176,0.20304000000000005,0.17828999999999995,0.07872000000000001,0.26714000000000004,0.2143,0.08166000000000001,0.08500999999999997,0.07058999999999999,0.09733000000000003,0.24346999999999996,0.11537999999999998,0.07399,0.22544000000000003,0.08030999999999999,0.20533,0.16369000000000003,0.21719999999999995,0.12109999999999999,0.13025000000000003,0.31415000000000004,0.31958,0.32701,0.27714,0.15367999999999998,0.04139999999999999,0.31391,0.26296,0.08507000000000003,0.31642000000000003,0.13307000000000002,0.27291,0.27536000000000005,0.06446000000000002,0.3722599999999999,0.22408000000000006,0.32757000000000003,0.16135000000000005,0.10674,0.12432000000000004,0.20013999999999998,0.07218000000000002,0.035150000000000015,0.02915000000000001,0.05521000000000004,0.09702,0.14979999999999993,0.08038000000000001,0.44562999999999997,0.19700999999999996,0.25751999999999997,0.06828999999999996,0.16076999999999997,0.29501,0.23621000000000003,0.047870000000000024,0.08418999999999999,0.04936999999999997,0.01961999999999997,0.13771999999999995,0.14295000000000008,0.07116,0.04128999999999999,0.35148,0.05297999999999997,0.25900000000000006,0.02467999999999998,0.04263,0.05919000000000002,0.10222999999999999,0.03691,0.20143,0.08107000000000003,0.25747,0.28517000000000003,0.34242,0.29445,0.26389999999999997,0.020540000000000003,0.13481000000000004,0.10316999999999998,0.11608000000000002,0.08428000000000002,0.024629999999999985,0.26120000000000004,0.23348000000000002,0.054159999999999986,0.050559999999999994,0.08483999999999997,0.06936999999999999,0.14564999999999995
7,0.24183,0.14619000000000004,0.12490000000000001,0.06754000000000004,0.14492000000000005,0.07948,0.14722000000000002,0.0,0.23108000000000006,0.25625,0.07064000000000004,0.03145999999999993,0.06953999999999999,0.12074000000000007,0.08519999999999994,0.22726000000000002,0.06291999999999998,0.07803999999999994,0.24412,0.09804000000000002,0.25831,0.07343999999999995,0.12331999999999999,0.22148999999999996,0.05973000000000006,0.30813999999999997,0.0716,0.02728999999999998,0.02201000000000003,0.16935,0.17554999999999998,0.18157,0.14196999999999993,0.039080000000000004,0.10596,0.16869,0.12045000000000006,0.08034999999999998,0.17082000000000008,0.27681999999999995,0.12731000000000003,0.12899000000000005,0.08533999999999997,0.22665000000000002,0.07819000000000009,0.18197000000000008,0.040080000000000005,0.04191999999999996,0.08090999999999998,0.05571999999999999,0.08135000000000003,0.18067,0.14722000000000002,0.09347000000000005,0.23937999999999998,0.01527999999999996,0.06919999999999998,0.3184,0.09769000000000005,0.11180000000000001,0.07972999999999997,0.08779999999999999,0.14941000000000004,0.10060999999999998,0.18055,0.22997,0.09884999999999994,0.15510999999999997,0.010780000000000012,0.009970000000000034,0.21579999999999994,0.18689999999999996,0.21822000000000008,0.19622999999999996,0.11309000000000002,0.12679,0.18451,0.20510999999999996,0.04501999999999995,0.11287999999999998,0.05449999999999999,0.10712000000000005,0.40306999999999993,0.13953000000000004,0.19682,0.15245999999999993,0.12034999999999996,0.15384999999999993,0.05576999999999993,0.053590000000000027,0.26330000000000003,0.06313000000000002,0.17022999999999994,0.13060000000000005,0.08725000000000005,0.19976999999999995,0.18983,0.07869000000000004,0.21084999999999998,0.009889999999999954
8,0.030399999999999983,0.08910000000000007,0.12532,0.16727999999999998,0.08709,0.30281,0.36447999999999997,0.23108000000000006,0.0,0.28494,0.16186999999999996,0.2007,0.29626,0.11963999999999997,0.15017999999999998,0.44267999999999996,0.29218,0.30354000000000003,0.44928,0.13370000000000004,0.45056999999999997,0.30049000000000003,0.20718999999999999,0.40715000000000007,0.17439000000000004,0.49416000000000004,0.1653300000000001,0.25554,0.24480000000000002,0.06686999999999999,0.05667,0.05742000000000003,0.09145000000000003,0.2108,0.3266899999999999,0.06503000000000003,0.11114000000000002,0.28675999999999996,0.06986999999999999,0.46010999999999996,0.1129,0.11402000000000001,0.31020000000000003,0.03266000000000002,0.15554,0.059230000000000005,0.20312999999999992,0.25773999999999997,0.25769,0.17689,0.30356,0.39782999999999996,0.35938,0.31949,0.44077999999999995,0.22021999999999997,0.29075,0.08890999999999993,0.19038,0.12625000000000008,0.30494,0.22872000000000003,0.08689000000000002,0.13154,0.35117999999999994,0.43692000000000003,0.32156,0.37414,0.24068999999999996,0.23693000000000008,0.41525999999999996,0.40229,0.013870000000000049,0.40268,0.12319000000000002,0.34672,0.40493999999999997,0.41387999999999997,0.2697,0.33827,0.18168000000000006,0.28397999999999995,0.60242,0.09826999999999997,0.05210999999999999,0.08462000000000003,0.11082999999999998,0.35482,0.25653000000000004,0.26169999999999993,0.46949,0.28178,0.38416999999999996,0.10521999999999998,0.14759,0.41231999999999996,0.39594999999999997,0.28784,0.39677999999999997,0.23165999999999998
9,0.29788999999999993,0.26326,0.21193,0.21331999999999998,0.25309999999999994,0.31413,0.36176,0.25625,0.28494,0.0,0.2181,0.22794000000000003,0.30937000000000003,0.27062,0.23268000000000003,0.43046,0.30809,0.31513,0.42404000000000003,0.23135000000000003,0.42859,0.3144,0.13778999999999997,0.35866000000000003,0.22224000000000002,0.42449999999999993,0.20189,0.27539,0.26100999999999996,0.28500999999999993,0.25996,0.28624,0.21732,0.22211999999999998,0.33229,0.27641999999999994,0.24137000000000003,0.27829000000000004,0.27887,0.41644000000000003,0.25941,0.27340000000000003,0.32217,0.30976999999999993,0.24500999999999998,0.27829999999999994,0.21616999999999997,0.26739999999999997,0.23760000000000003,0.21684000000000003,0.3157,0.39133,0.35225,0.33,0.42475,0.24097000000000002,0.30142,0.25177999999999995,0.16713999999999996,0.25671000000000005,0.31828999999999996,0.20211,0.26777,0.23723,0.31877,0.40244,0.33208,0.37565,0.26322,0.26160000000000005,0.40684000000000003,0.39069000000000004,0.28514,0.39031,0.26065,0.3456,0.40433,0.39917,0.28495000000000004,0.34761,0.23607999999999998,0.28569999999999995,0.44671,0.27043,0.30959,0.24228,0.25333,0.34371,0.22965999999999998,0.26447,0.44299,0.28867,0.37647,0.19583,0.24416,0.39525,0.38830000000000003,0.29882,0.39165,0.25205
